mp;mpomsch;x;y;gebied;gebiednaam;meetpunttypering;opmerking;krw_type_dawaco;adres;adres_afst;adres_pc;adres_straat;bbg_2015;bodem_code;bodem_grof;bodem_omsch;c12;c50;gemeente;internet;krw_type;landgebruik;lat;leg_breedte;leg_cat;leg_diepte;leg_talud_l;leg_talud_r;lgn2018;lgn2018_agg;lgn2018_perc;lgn2020;lgn2020_agg;lgn2020_perc;lgn2023;lgn2023_agg;lgn2023_perc;long;mp_type;mp_vervallen;ovw_code;ovw_naam;ovw_type;plaatsnaam;problemen;wl_code;wl_naam;wl_type;na
EKK_ZPP21;ZPP21;102221;443038;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Narcisveld 17 Nieuwerkerk aan den IJssel;19,8494;2914PE;Narcisveld;Water | Overig binnenwater;hVr/Vr;Veen;Koopveengronden op rietveen of zeggerietveen;;;Zuidplas;;;stedelijk;51,97324574;7,34;primair;0,60;3,0;3,0;;;;gras in primair bebouwd gebied;stedelijk;33;gras in primair bebouwd gebied;stedelijk;28;4,61908479;Maaibeheer;;NL39_DOW_1;Stedelijk gebied;M8;Nieuwerkerk aan den IJssel;;NL39_OV;Overig water;;
EKK_ZPP22;Ringvaart, einde Wollefoppeweg;100628;443987;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Westringdijk 34 Nieuwerkerk aan den IJssel;24,0831;2913LL;Westringdijk;Water | Overig binnenwater;|i BOVLAND;Overig;Bovenlandstrook;;;Rotterdam;;;boezem;51,98162122;11,24;primair;1,30;2,0;2,0;;;;gras in primair bebouwd gebied;stedelijk;21;gras in primair bebouwd gebied;stedelijk;20;4,59575274;Maaibeheer;;;;;Rotterdam;;NL39_03a;Ringvaart;M10;
EKK_ZPP23;Ringvaart;104390;443493;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;M10;Abraham Kroespad 2 Moordrecht;26,0000;2841DK;Abraham Kroespad;Water | Overig binnenwater;Mv41C;Klei;Kalkarme drechtvaaggronden;;;Zuidplas;;M10;boezem;51,97753694;20,21;primair;1,90;2,0;2,0;;;;agrarisch gras;agrarisch gras;58;agrarisch gras;agrarisch gras;58;4,65058161;Maaibeheer;;;;;Moordrecht;;NL39_03a;Ringvaart;M10;
EKK_ZPP24;Ringvaart naast PW viaduct;107185;446207;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Texellaan 14 Gouda;85,6348;2809SB;Texellaan;Water | Overig binnenwater;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Gouda;;;boezem;52,00217700;25,54;primair;1,70;2,0;2,0;;;;zoet water;stedelijk;30;zoet water;water;33;4,69088090;Maaibeheer;;;;;Gouda;;NL39_03a;Ringvaart;M10;
EKK_ZPP3;Zesde tochtweg, ter hoogte van nummer 16;102339;450206;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Zesde Tochtweg 7 Waddinxveen;51,2007;2742KR;Zesde Tochtweg;Landbouw | Overig agrarisch gebruik;Mn35A;Klei;Kalkrijke poldervaaggronden;;;Waddinxveen;;;akkerbouw;52,03767925;3,81;primair;0,40;1,5;1,5;;;;overig grondgebruik in buitengebied;akkerbouw;42;overige landbouwgewassen;akkerbouw;38;4,61969985;Maaibeheer;;NL39_DOW_3;Glastuinbouwgebied;M1a;Waddinxveen;;NL39_OV;Overig water;;
EKK_ZPP4;Noordelijke dwarsweg;101185;448415;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Noordelijke Dwarsweg 101 Zevenhuizen;42,9618;2761GD;Noordelijke Dwarsweg;Landbouw | Overig agrarisch gebruik;Mn45A;Klei;Kalkrijke poldervaaggronden;;;Zuidplas;;;akkerbouw;52,02147197;5,92;primair;0,60;3,0;3,0;;;;overig grondgebruik in buitengebied;akkerbouw;32;overig grondgebruik in buitengebied;akkerbouw;30;4,60316422;Maaibeheer;;NL39_DOW_3;Glastuinbouwgebied;M1a;Zevenhuizen;;NL39_OV;Overig water;;
EKK_ZPP5;Schaepmanhoeve;103532;449649;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Schaepmanhoeve 81 Waddinxveen;29,1921;2743JV;Schaepmanhoeve;Bebouwd | Woongebied;pMo80l;Klei;Tochteerdgronden;;;Waddinxveen;;;stedelijk;52,03278526;11,37;primair;0,60;3,0;3,0;;;;gras in primair bebouwd gebied;stedelijk;58;gras in primair bebouwd gebied;stedelijk;59;4,63716951;Maaibeheer;;NL39_DOW_1;Stedelijk gebied;M1a;Waddinxveen;;NL39_OV;Overig water;;
EKK_ZPP6;Zuidelijke rondweg, nabij AZC;103876;448808;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Zonnebaars 99 Waddinxveen;26,0000;2742NG;Zonnebaars;Water | Overig binnenwater;Wol/pMo80l;Moerig;Moerige eerdgronden met een moerige bovengrond of moerige tu;;;Waddinxveen;;;stedelijk;52,02525860;7,82;primair;0,60;2,0;2,0;;;;gras in primair bebouwd gebied;stedelijk;51;gras in primair bebouwd gebied;stedelijk;45;4,64230784;Maaibeheer;;NL39_DOW_1;Stedelijk gebied;M8;Waddinxveen;;NL39_OV;Overig water;;
EKK_ZPP7;baggerdepot;101094;448380;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Noordelijke Dwarsweg 101 Zevenhuizen;102,4453;2761GD;Noordelijke Dwarsweg;Landbouw | Overig agrarisch gebruik;Mn35A;Klei;Kalkrijke poldervaaggronden;;;Zuidplas;;;glastuinbouw;52,02114857;7,10;primair;0,80;2,0;2,0;;;;wegen en spoorwegen;agrarisch gras;35;agrarisch gras;agrarisch gras;31;4,60184406;Maaibeheer;;NL39_DOW_3;Glastuinbouwgebied;M1a;Zevenhuizen;;NL39_OV;Overig water;;
EKK_ZPP8;Noordeinde ter hoogte van 79;99474;449850;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Noordeinde 71c Zevenhuizen;26,0000;2761BR;Noordeinde;Water | Overig binnenwater;|i BOVLAND;Overig;Bovenlandstrook;;;Zuidplas;;;boezem;52,03420023;10,25;primair;1,20;2,0;2,0;;;;agrarisch gras;agrarisch gras;39;agrarisch gras;agrarisch gras;35;4,57800583;Maaibeheer;;;;;Zevenhuizen;;NL39_03a;Ringvaart;M10;
EKK_ZPP9;Knibbelweg, ter hoogte van 79;101471;446562;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Knibbelweg 48 Zevenhuizen;23,3238;2761JE;Knibbelweg;Hoofdweg | Hoofdweg;pMo80l;Klei;Tochteerdgronden;;;Zuidplas;;;akkerbouw;52,00484588;5,73;primair;0,60;2,0;2,0;;;;ma+�s;akkerbouw;34;mais;akkerbouw;31;4,60762034;Maaibeheer;;NL39_DOW_4;Akkerbouwgebied;M1a;Zevenhuizen;;NL39_OV;Overig water;;
SW_AMMER1;Capellelaan;115184;438418;KRIWA;Krimpenerwaard;11;Oude code was AMMER1;-;Capellelaan 85 Bergambacht;13,6014;2861GT;Capellelaan;Water | Overig binnenwater;|h BEBOUW;Bebouwd;Bebouwing;;;Krimpenerwaard;;;grasland - agrarisch;51,93280234;3,50;overig;0,50;1,0;1,0;;;;agrarisch gras;agrarisch gras;59;agrarisch gras;agrarisch gras;54;4,80826643;Stadswater;;NL39_DOW_2;Weidegebied;M8;Bergambacht;;NL39_OV;Overig water;;
SW_AMMER2;Capellelaan/Nieuwe Wetering;115185;438365;KRIWA;Krimpenerwaard;11;Oude code was AMMER2;-;Capellelaan 80 Ammerstol;25,3570;2865AG;Capellelaan;Hoofdweg | Hoofdweg;|h BEBOUW;Bebouwd;Bebouwing;;;Krimpenerwaard;;;grasland - agrarisch;51,93232606;16,29;primair;1,00;0,3;0,3;;;;agrarisch gras;agrarisch gras;40;agrarisch gras;agrarisch gras;37;4,80828711;Stadswater;;NL39_DOW_2;Weidegebied;M8;Ammerstol;;NL39_OV;Overig water;;
SW_AMMER3;W. van Lutterveldstraat/Achter;115189;437721;KRIWA;Krimpenerwaard;11;Oude code was AMMER3;-;Achterweg 15 Ammerstol;20,0249;2865XB;Achterweg;Bebouwd | Woongebied;|h BEBOUW;Bebouwd;Bebouwing;;;Krimpenerwaard;;;stedelijk;51,92653816;6,38;overig;0,50;1,0;1,0;;;;gras in primair bebouwd gebied;stedelijk;67;gras in primair bebouwd gebied;stedelijk;55;4,80841982;Stadswater;;NL39_DOW_1;Stedelijk gebied;M8;Ammerstol;;NL39_OV;Overig water;;
SW_AMMER4;Elfstraat/Snackertstraat;115155;437971;KRIWA;Krimpenerwaard;11;Oude code was AMMER4;-;Snackertstraat 23 Ammerstol;16,0000;2865AJ;Snackertstraat;Bebouwd | Woongebied;|h BEBOUW;Bebouwd;Bebouwing;;;Krimpenerwaard;;;stedelijk;51,92878269;5,35;overig;0,50;1,0;1,0;;;;gras in primair bebouwd gebied;stedelijk;65;gras in primair bebouwd gebied;stedelijk;59;4,80789658;Stadswater;;NL39_DOW_1;Stedelijk gebied;M8;Ammerstol;;NL39_OV;Overig water;;
SW_AMMER5;Tussen Voetbalvelden;115077;438190;KRIWA;Krimpenerwaard;11;Oude code was AMMER5;-;Industrieweg 2 Ammerstol;31,1077;2865AG;Industrieweg;Recreatie | Sportterrein;|h BEBOUW;Bebouwd;Bebouwing;;;Krimpenerwaard;;;stedelijk;51,93074544;4,64;overig;0,50;1,0;1,0;;;;gras in primair bebouwd gebied;stedelijk;52;gras in secundair bebouwd gebied;stedelijk;56;4,80673717;Stadswater;;NL39_DOW_1;Stedelijk gebied;M8;Ammerstol;;NL39_OV;Overig water;;
SW_AMMER6;Achter school;115444;438057;KRIWA;Krimpenerwaard;11;Oude code was AMMER6;-;Hogedijk 40 Bergambacht;23,4094;2861GC;Hogedijk;Bebouwd | Woongebied;|h BEBOUW;Bebouwd;Bebouwing;;;Krimpenerwaard;;;stedelijk;51,92957628;2,28;overig;0,50;1,0;1,0;;;;gras in primair bebouwd gebied;stedelijk;58;gras in primair bebouwd gebied;stedelijk;30;4,81208825;Stadswater;;NL39_DOW_1;Stedelijk gebied;M8;Ammerstol;;NL39_OV;Overig water;;
SW_B1;Zuiderparklaan;93634;444486;SCHIEL;Schieland;11;Oude code was B1;-;Brederodestraat 3 Bergschenhoek;29,5465;2662AX;Brederodestraat;Water | Overig binnenwater;dWol;Moerig;Moerige eerdgronden met een moerige bovengrond of moerige tu;;;Lansingerland;;;stedelijk;51,98537708;9,36;primair;0,80;2,0;2,0;;;;gras in primair bebouwd gebied;stedelijk;37;gras in primair bebouwd gebied;stedelijk;40;4,49386847;Stadswater;;NL39_DOW_1;Stedelijk gebied;M8;Bergschenhoek;;NL39_OV;Overig water;;
SW_B2;Veld en Beemd;93669;445046;SCHIEL;Schieland;11;Oude code was B2;-;Veld en Beemd 39 Bergschenhoek;26,9072;2661AM;Veld en Beemd;Bebouwd | Woongebied;dWol;Moerig;Moerige eerdgronden met een moerige bovengrond of moerige tu;;;Lansingerland;;;stedelijk;51,99041382;5,95;primair;0,70;3,0;3,0;;;;gras in primair bebouwd gebied;stedelijk;52;gras in primair bebouwd gebied;stedelijk;52;4,49427773;Stadswater;;NL39_DOW_1;Stedelijk gebied;M8;Bergschenhoek;;NL39_OV;Overig water;;
SW_B3;Varenkade;94100;445492;SCHIEL;Schieland;11;Oude code was B3;-;Waghenaerdreef 22 Bergschenhoek;36,7151;2661RA;Waghenaerdreef;Water | Overig binnenwater;pMo80;Klei;Tochteerdgronden;;;Lansingerland;;;stedelijk;51,99446960;9,86;primair;1,00;2,0;2,0;;;;gras in primair bebouwd gebied;stedelijk;59;gras in primair bebouwd gebied;stedelijk;61;4,50047274;Stadswater;;NL39_DOW_1;Stedelijk gebied;M1a;Bergschenhoek;;NL39_OV;Overig water;;
SW_B5;Bergweg noord;94014;444747;SCHIEL;Schieland;11;Oude code was B5;-;Dorpsstraat 1 Bergschenhoek;26,6929;2661CD;Dorpsstraat;Water | Overig binnenwater;|h BEBOUW;Bebouwd;Bebouwing;;;Lansingerland;;;stedelijk;51,98776463;14,73;primair;1,00;3,0;3,0;;;;gras in primair bebouwd gebied;stedelijk;29;gras in primair bebouwd gebied;stedelijk;27;4,49935324;Stadswater;;NL39_DOW_1;Stedelijk gebied;M1a;Bergschenhoek;;NL39_OV;Overig water;;
SW_BA1;Parallelweg 1;113315;438224;KRIWA;Krimpenerwaard;11;Oude code was BA1;-;Burgemeester Winklerstraat 81 Bergambacht;10,7703;2861DK;Burgemeester Winklerstraat;Bebouwd | Woongebied;|h BEBOUW;Bebouwd;Bebouwing;;;Krimpenerwaard;;;stedelijk;51,93092176;11,09;primair;0,80;1,2;1,2;;;;gras in primair bebouwd gebied;stedelijk;51;gras in primair bebouwd gebied;stedelijk;39;4,78111556;Stadswater;;NL39_DOW_1;Stedelijk gebied;M8;Bergambacht;;NL39_OV;Overig water;;
SW_BA2;Burgermeester Huijbrechtsstraat;113339;438617;KRIWA;Krimpenerwaard;11;Oude code was BA2;-;Burgemeester Huijbrechtstraat 13a Bergambacht;26,0768;2861DD;Burgemeester Huijbrechtstraat;Bebouwd | Woongebied;|h BEBOUW;Bebouwd;Bebouwing;;;Krimpenerwaard;;;stedelijk;51,93445578;12,67;overig;0,50;1,0;1,0;;;;gras in primair bebouwd gebied;stedelijk;52;gras in primair bebouwd gebied;stedelijk;47;4,78141687;Stadswater;;NL39_DOW_1;Stedelijk gebied;M8;Bergambacht;;NL39_OV;Overig water;;
SW_BA3;Parallelweg 2;113702;438340;KRIWA;Krimpenerwaard;11;Oude code was BA3;-;Sleedoorn 21 Bergambacht;12,6694;2861SJ;Sleedoorn;Bebouwd | Woongebied;|h BEBOUW;Bebouwd;Bebouwing;;;Krimpenerwaard;;;stedelijk;51,93199322;4,76;primair;0,80;1,2;1,2;;;;gras in primair bebouwd gebied;stedelijk;41;gras in primair bebouwd gebied;stedelijk;38;4,78672819;Stadswater;;NL39_DOW_1;Stedelijk gebied;M8;Bergambacht;;NL39_OV;Overig water;;
SW_BA4A;Meidoornstraat 1;114004;438591;KRIWA;Krimpenerwaard;11;Oude code was BA4A;-;Kastanje 26A Bergambacht;19,4164;2861VZ;Kastanje;Bebouwd | Woongebied;|h BEBOUW;Bebouwd;Bebouwing;;;Krimpenerwaard;;;stedelijk;51,93427151;5,85;overig;0,50;1,0;1,0;;;;gras in primair bebouwd gebied;stedelijk;58;gras in primair bebouwd gebied;stedelijk;53;4,79108913;Stadswater;;NL39_DOW_1;Stedelijk gebied;M8;Bergambacht;;NL39_OV;Overig water;;
SW_BA4B;Meidoornstraat 2;113999;438497;KRIWA;Krimpenerwaard;11;Oude code was BA4B;-;Oosterhoef 3 Bergambacht;14,5907;2861WB;Oosterhoef;Water | Overig binnenwater;|h BEBOUW;Bebouwd;Bebouwing;;;Krimpenerwaard;;;stedelijk;51,93342629;5,80;overig;0,50;1,0;1,0;;;;gras in primair bebouwd gebied;stedelijk;42;gras in primair bebouwd gebied;stedelijk;35;4,79102764;Stadswater;;NL39_DOW_1;Stedelijk gebied;M8;Bergambacht;;NL39_OV;Overig water;;
SW_BA5;Reigerssingel;113935;438849;KRIWA;Krimpenerwaard;11;Oude code was BA5;-;Reigersingel 2 Bergambacht;25,0798;2861VX;Reigersingel;Bebouwd | Woongebied;|h BEBOUW;Bebouwd;Bebouwing;;;Krimpenerwaard;;;stedelijk;51,93658528;6,27;overig;0,50;1,0;1,0;;;;gras in primair bebouwd gebied;stedelijk;61;gras in primair bebouwd gebied;stedelijk;59;4,79005505;Stadswater;;NL39_DOW_1;Stedelijk gebied;M8;Bergambacht;;NL39_OV;Overig water;;
SW_BA6;Weegbree;114113;438934;KRIWA;Krimpenerwaard;11;Oude code was BA6;-;Ekster 8 Bergambacht;12,0415;2861SP;Ekster;Bebouwd | Woongebied;pVb;Veen;Weideveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;;stedelijk;51,93736237;4,58;overig;0,50;1,0;1,0;;;;gras in primair bebouwd gebied;stedelijk;60;gras in primair bebouwd gebied;stedelijk;55;4,79263319;Stadswater;;NL39_DOW_1;Stedelijk gebied;M8;Bergambacht;;NL39_OV;Overig water;;
SW_BA7;Tussenlanen;114022;439108;KRIWA;Krimpenerwaard;11;Oude code was BA7;-;Tussenlanen 17c Bergambacht;25,0050;2861CB;Tussenlanen;Hoofdweg | Hoofdweg;pVb;Veen;Weideveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;;grasland - agrarisch;51,93891955;3,22;overig;0,50;1,0;1,0;;;;agrarisch gras;agrarisch gras;34;agrarisch gras;agrarisch gras;35;4,79128921;Stadswater;;NL39_DOW_2;Weidegebied;M8;Bergambacht;;NL39_OV;Overig water;;
SW_BA8;Houtstraat;113829;438917;KRIWA;Krimpenerwaard;11;Oude code was BA8;-;Houtstraat 51 Bergambacht;26,0192;2861TT;Houtstraat;Landbouw | Overig agrarisch gebruik;|h BEBOUW;Bebouwd;Bebouwing;;;Krimpenerwaard;;;grasland - agrarisch;51,93718862;5,33;overig;0,50;1,0;1,0;;;;gras in primair bebouwd gebied;stedelijk;29;gras in primair bebouwd gebied;stedelijk;29;4,78850558;Stadswater;;NL39_DOW_2;Weidegebied;M8;Bergambacht;;NL39_OV;Overig water;;
SW_BERKOUD1;Dorpsstraat;108229;439984;KRIWA;Krimpenerwaard;11;Oude code was BERKOUD1;-;Kerkweg 27f Berkenwoude;9,2195;2825BP;Kerkweg;Bebouwd | Woongebied;hVc;Veen;Koopveengronden op zeggeveen, rietzeggeveen of (mesotroof) b;;;Krimpenerwaard;;;stedelijk;51,94633570;7,18;overig;0,50;1,0;1,0;;;;gras in primair bebouwd gebied;stedelijk;53;gras in primair bebouwd gebied;stedelijk;53;4,70693188;Stadswater;;NL39_DOW_1;Stedelijk gebied;M8;Berkenwoude;;NL39_OV;Overig water;;
SW_BERKOUD2;Zwembad;108361;439972;KRIWA;Krimpenerwaard;11;Oude code was BERKOUD2;-;Kerkweg 2 Berkenwoude;42,3582;2825BS;Kerkweg;Water | Overig binnenwater;hVc;Veen;Koopveengronden op zeggeveen, rietzeggeveen of (mesotroof) b;;;Krimpenerwaard;;;stedelijk;51,94623894;45,23;primair;1,00;0,6;0,6;;;;gras in primair bebouwd gebied;stedelijk;46;gras in primair bebouwd gebied;stedelijk;38;4,70885328;Stadswater;;;;;Berkenwoude;;NL39_12a;Sloten waterrijk Berkenwoude;M8;
SW_BERKOUD3;Prins Bernhardstraat;108069;439935;KRIWA;Krimpenerwaard;11;Oude code was BERKOUD3;-;Wilgenhof 1 Berkenwoude;26,4007;2825BC;Wilgenhof;Bebouwd | Woongebied;hVc;Veen;Koopveengronden op zeggeveen, rietzeggeveen of (mesotroof) b;;;Krimpenerwaard;;;stedelijk;51,94588182;7,22;overig;0,50;1,0;1,0;;;;gras in primair bebouwd gebied;stedelijk;38;gras in primair bebouwd gebied;stedelijk;37;4,70461157;Stadswater;;;;;Berkenwoude;;NL39_12a;Sloten waterrijk Berkenwoude;M8;
SW_BERKVIL1;Oosteinde;108989;440116;KRIWA;Krimpenerwaard;11;Oude code was BERKVIL1;-;Oosteinde 33 Berkenwoude;30,2076;2825AH;Oosteinde;Water | Overig binnenwater;hVc;Veen;Koopveengronden op zeggeveen, rietzeggeveen of (mesotroof) b;;;Krimpenerwaard;;;grasland - agrarisch;51,94758550;9,92;primair;1,00;0,5;0,5;;;;overig grondgebruik in buitengebied;stedelijk;34;overig grondgebruik in buitengebied;water;47;4,71796746;Stadswater;;;;;Berkenwoude;;NL39_12a;Sloten waterrijk Berkenwoude;M8;
SW_BERKVIL2;Weidebloemweg;108971;439706;KRIWA;Krimpenerwaard;11;Oude code was BERKVIL2;-;Weidebloemstraat 39 Berkenwoude;21,0000;2825AE;Weidebloemstraat;Bebouwd | Woongebied;hVc;Veen;Koopveengronden op zeggeveen, rietzeggeveen of (mesotroof) b;;;Krimpenerwaard;;;grasland - agrarisch;51,94389905;14,45;primair;1,00;0,7;0,7;;;;gras in primair bebouwd gebied;stedelijk;36;overig grondgebruik in buitengebied;agrarisch gras;31;4,71776059;Stadswater;;;;;Berkenwoude;;NL39_12a;Sloten waterrijk Berkenwoude;M8;
SW_BK1;Halve Raak, Boskoop (DT1 2012);106164;456206;OVERIG;Buiten beheergebied;11;Oude code was BK1;-;Noordeinde 150C Waddinxveen;26,0000;2742WH;Noordeinde;Landbouw | Overig agrarisch gebruik;ohVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Alphen aan den Rijn;;;;52,09195433;2,34;overig;0,00;1,0;1,0;;;;;;;;;;4,67458458;Stadswater;;;;;Boskoop;;NL39_OV;Overig water;;
SW_BK10;Calville bij Appelgaarde, Boskoop (DT1 2012);104960;453851;OVERIG;Buiten beheergebied;11;Oude code was BK10;-;Noordkade 108 Waddinxveen;26,0000;2741GB;Noordkade;Bebouwd | Woongebied;ohVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Alphen aan den Rijn;;;;52,07068138;4,59;overig;0,40;1,0;1,0;;;;;;;;;;4,65736248;Stadswater;;;;;Boskoop;;NL39_OV;Overig water;;
SW_BK11;Zinkeling, Boskoop (DT1 2012);104624;454392;OVERIG;Buiten beheergebied;11;Oude code was BK11;-;Noordeinde 150C Waddinxveen;26,0000;2742WH;Noordeinde;Water | Overig binnenwater;ohVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Alphen aan den Rijn;;;;52,07551313;2,34;overig;0,00;1,0;1,0;;;;;;;;;;4,65238240;Stadswater;;;;;Boskoop;;NL39_OV;Overig water;;
SW_BK12;Woonwijk ten westen van Zinkeling, Boskoop (DT1 20;104633;454636;OVERIG;Buiten beheergebied;11;Oude code was BK12;-;Noordeinde 150C Waddinxveen;26,0000;2742WH;Noordeinde;Water | Overig binnenwater;ohVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Alphen aan den Rijn;;;;52,07770689;2,34;overig;0,00;1,0;1,0;;;;;;;;;;4,65247766;Stadswater;;;;;Boskoop;;NL39_OV;Overig water;;
SW_BK13;Parklaan, Boskoop (DT1 2012);104349;454668;OVERIG;Buiten beheergebied;11;Oude code was BK13;-;Noordeinde 150C Waddinxveen;26,0000;2742WH;Noordeinde;Water | Overig binnenwater;ohVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Alphen aan den Rijn;;;;52,07796858;2,34;overig;0,00;1,0;1,0;;;;;;;;;;4,64833041;Stadswater;;;;;Boskoop;;NL39_OV;Overig water;;
SW_BK14;Wilhelminalaan, Boskoop (DT1 2012);104262;454863;OVERIG;Buiten beheergebied;11;Oude code was BK14;-;Noordeinde 150C Waddinxveen;26,0000;2742WH;Noordeinde;Spoorweg | Spoorweg;ohVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Alphen aan den Rijn;;;;52,07971317;2,34;overig;0,00;1,0;1,0;;;;;;;;;;4,64703240;Stadswater;;;;;Boskoop;;NL39_OV;Overig water;;
SW_BK15;Ten noorden van Lage Weide, Boskoop (DT1 2012);103872;453577;OVERIG;Buiten beheergebied;11;Oude code was BK15;-;Noordeinde 132 Waddinxveen;26,0000;2742WJ;Noordeinde;Bebouwd | Woongebied;dWol;Moerig;Moerige eerdgronden met een moerige bovengrond of moerige tu;;;Alphen aan den Rijn;;;;52,06811946;2,34;overig;0,00;1,0;1,0;;;;;;;;;;4,64153615;Stadswater;;;;;Boskoop;;NL39_OV;Overig water;;
SW_BK16;Fazantendreef, Boskoop (DT1 2012);103763;453237;OVERIG;Buiten beheergebied;11;Oude code was BK16;-;Noordeinde 127 Waddinxveen;26,0000;2742AA;Noordeinde;Bebouwd | Woongebied;dWol;Moerig;Moerige eerdgronden met een moerige bovengrond of moerige tu;;;Alphen aan den Rijn;;;;52,06505366;2,11;primair;0,40;1,5;1,5;;;;;;;;;;4,63999761;Stadswater;;;;;Boskoop;;NL39_OV;Overig water;;
SW_BK17;Vogellaan, Boskoop (DT1 2012);103915;453316;OVERIG;Buiten beheergebied;11;Oude code was BK17;-;Noordeinde 127 Waddinxveen;26,0000;2742AA;Noordeinde;Recreatie | Park en plantsoen;dWol;Moerig;Moerige eerdgronden met een moerige bovengrond of moerige tu;;;Alphen aan den Rijn;;;;52,06577771;2,11;primair;0,40;1,5;1,5;;;;;;;;;;4,64220227;Stadswater;;;;;Boskoop;;NL39_OV;Overig water;;
SW_BK18;Veldlaan, Boskoop (DT1 2012);103976;454133;OVERIG;Buiten beheergebied;11;Oude code was BK18;-;Noordeinde 144 Waddinxveen;26,0000;2742WH;Noordeinde;Bebouwd | Woongebied;ohVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Alphen aan den Rijn;;;;52,07312607;2,34;overig;0,00;1,0;1,0;;;;;;;;;;4,64296969;Stadswater;;;;;Boskoop;;NL39_OV;Overig water;;
SW_BK19;Laag Boskoop, Boskoop (DT1 2012);104547;455128;OVERIG;Buiten beheergebied;11;Oude code was BK19;-;Noordeinde 150C Waddinxveen;26,0000;2742WH;Noordeinde;Water | Overig binnenwater;ohVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Alphen aan den Rijn;;;;52,08212088;2,34;overig;0,00;1,0;1,0;;;;;;;;;;4,65115049;Stadswater;;;;;Boskoop;;NL39_OV;Overig water;;
SW_BK2;Babsloot/Torenpad, Boskoop (DT1 2012);104883;454375;OVERIG;Buiten beheergebied;11;Oude code was BK2;-;Noordeinde 150C Waddinxveen;26,0000;2742WH;Noordeinde;Bebouwd | Woongebied;ohVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Alphen aan den Rijn;;;;52,07538384;4,59;overig;0,40;1,0;1,0;;;;;;;;;;4,65616257;Stadswater;;;;;Boskoop;;NL39_OV;Overig water;;
SW_BK20;Spoorhaven, Boskoop (DT1 2012);104410;455480;OVERIG;Buiten beheergebied;11;Oude code was BK20;-;Noordeinde 150C Waddinxveen;26,0000;2742WH;Noordeinde;Bebouwd | Woongebied;ohVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Alphen aan den Rijn;;;;52,08527195;2,34;overig;0,00;1,0;1,0;;;;;;;;;;4,64909977;Stadswater;;;;;Boskoop;;NL39_OV;Overig water;;
SW_BK21;Sprengerstraat, Boskoop (DT1 2012);104587;453336;OVERIG;Buiten beheergebied;11;Oude code was BK21;-;Alberdingk Thijmlaan 8 Waddinxveen;26,0000;2741AA;Alberdingk Thijmlaan;Bebouwd | Woongebied;dVk;Veen;Vlierveengronden op (meestal niet-gerijpte) zavel of klei, b;;;Alphen aan den Rijn;;;;52,06601902;4,59;overig;0,40;1,0;1,0;;;;;;;;;;4,65199869;Stadswater;;;;;Boskoop;;NL39_OV;Overig water;;
SW_BK22;Overslag, Boskoop (DT1 2012);105493;454165;OVERIG;Buiten beheergebied;11;Oude code was BK22;-;Noordkade 108 Waddinxveen;26,0000;2741GB;Noordkade;Water | Overig binnenwater;ohVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Alphen aan den Rijn;;;;52,07355133;27,22;overig;0,40;0,0;0,0;;;;;;;;;;4,66509022;Stadswater;;;;;Boskoop;;NL39_OV;Overig water;;
